@relation pendigits
@attribute 'a1' integer
@attribute 'a2' integer 
@attribute 'a3' integer 
@attribute 'a4' integer
@attribute 'a5' integer 
@attribute 'a6' integer 
@attribute 'a7' integer
@attribute 'a8' integer 
@attribute 'a9' integer 
@attribute 'a10' integer
@attribute 'a11' integer 
@attribute 'a12' integer 
@attribute 'a13' integer
@attribute 'a14' integer 
@attribute 'a15' integer 
@attribute 'a16' integer 
@attribute class {3, 8, 9}

@data
  6,100,  0, 67, 56, 36, 70,  0, 58, 22,100, 57,100, 91,  0, 95, 8
 27, 77, 60,100,100, 92, 70, 62, 97, 51, 92, 18, 49,  0,  0,  9, 3
 76, 76, 48,100,  0, 80, 37, 58,100, 74, 84, 57, 46, 29, 19,  0, 9
 79, 75, 41,100,  3, 75, 54, 59, 79, 61,100, 20, 54,  0,  0, 14, 9
100, 71, 29, 72,  0, 90, 59,100, 98, 79, 98, 51, 83, 25, 59,  0, 9
100, 72, 58,100,  0, 77, 46, 39, 62,  0, 24, 21, 69, 58, 69, 91, 8
100, 93, 52,100, 38, 70, 89, 83, 99, 72, 92, 30, 56,  1,  0,  0, 9
 83, 68, 58,100,  5, 82, 45, 59, 88, 76,100, 31, 63,  0,  0,  4, 9
 67, 74, 73,100,  0, 79, 71, 43, 98,  0,  9,  7, 33, 51,100, 77, 8
 22, 73, 64, 90, 16,100, 38, 82, 87, 63,100, 26, 52,  7,  0,  0, 9
 21, 86, 72,100, 85, 72, 70, 43, 79, 41,100, 15, 47,  0,  0, 18, 3
 82,100,  0, 89, 51, 60,100, 28, 43,  0,  3, 26, 36, 63, 43, 97, 8
 98, 75, 34,100,  0, 75, 70, 41, 99,  0, 16, 13, 61, 53,100, 85, 8
 47, 85, 67,100, 82, 78, 61, 51,100, 38, 90, 12, 45,  0,  0,  7, 3
 20, 89, 57, 60,100, 30, 82,  0,  0,  8,  5, 41, 45, 71, 85,100, 8
 32, 78, 57,100, 86, 87, 70, 60,100, 42, 93, 16, 50,  0,  0,  7, 3
 52,100, 31, 70, 46, 34, 25,  0,  0, 19, 50, 50,100, 81, 69, 99, 8
 27, 89, 67,100, 77, 76, 78, 59,100, 35, 71,  8, 28,  0,  0, 21, 3
 77, 69, 97,100, 28, 80, 53, 38, 78,  0,  0,  7, 30, 43,100, 69, 8
100, 83, 46,100, 34, 68, 72, 33, 53,  0,  0, 11, 46, 41, 94, 71, 8
 51, 82, 22, 64, 48, 25, 14,  0,  0, 35, 51, 67,100,100, 30, 90, 8
 71, 63, 88,100, 14, 97,  0, 58, 76, 60,100, 77, 60, 39, 23,  0, 9
 90,100, 54,100, 55, 76, 94, 97, 97, 61,100, 23, 57,  0,  0,  2, 9
100, 81, 23,100,  0, 65, 56, 30, 45,  0, 25, 34, 89, 68, 94, 98, 8
 25, 77, 43,100, 82, 84, 65, 58, 97, 41,100, 16, 53,  5,  0,  0, 3
 13, 80, 43,100, 74, 88, 64, 56,100, 36, 78,  8, 36,  0,  0, 19, 3
 74, 98, 10, 96, 44, 61,100, 29, 48,  0,  0, 28, 39, 67, 40,100, 8
 24, 83, 62,100, 86, 81, 59, 55, 89, 39,100, 16, 52,  0,  0,  9, 3
 93, 91, 40,100, 43, 80, 79, 92, 91, 56,100, 20, 57,  0,  0,  1, 9
 25, 68, 68, 43, 61,  0,  4,  9, 42, 48,100, 82, 68,100,  0, 74, 8
 62, 91, 79, 64, 90,100, 56, 78, 97, 64,100, 21, 51,  0,  0, 16, 9
 28, 76, 80, 85, 44,100, 48, 85,100, 71, 96, 37, 51, 15,  0,  0, 9
 28, 91, 49, 71,100, 35, 55,  0,  0, 24, 32, 63, 82,100, 45,100, 8
 13, 85, 52,100, 63, 74, 57, 55,100, 49, 81, 18, 40,  0,  0,  7, 3
100, 90, 53,100, 37, 61, 91, 65, 99, 84, 97, 41, 62,  7,  0,  0, 9
100, 72, 47, 57, 18, 78, 60,100, 90, 74, 83, 39, 53, 10,  0,  0, 9
 84, 66, 82,100, 26, 78, 72, 56, 99, 86,100, 44, 72,  6,  0,  0, 9
 39, 80, 72,100,100, 85, 71, 60, 89, 36, 84,  7, 40,  0,  0, 16, 3
 54, 88, 85,100,100, 82, 70, 60, 91, 37, 86, 11, 43,  0,  0, 14, 3
 40, 92, 77,100, 90, 85, 75, 56,100, 29, 79,  6, 40,  1,  0,  0, 3
 42, 68,  0, 73,  1, 95, 44,100, 82, 87,100, 59, 91, 29, 74,  0, 9
  0, 86, 47,100, 83, 86, 48, 64, 62, 49,100, 31, 71,  7, 16,  0, 3
 70,100, 14, 87, 66, 79, 87, 81, 98, 52,100, 21, 58,  0,  0,  6, 9
100, 82, 56,100, 51, 60, 69, 18, 22,  0,  0, 28, 48, 53, 96, 73, 8
  0, 70, 62, 70, 95,100, 21, 88, 45, 72,100, 76, 80, 39, 67,  0, 9
 77,100, 37, 95, 63, 78, 98, 95,100, 56, 86, 19, 46,  0,  0,  1, 9
 89, 73, 61,100, 22, 71, 68, 37, 76,  0,  0,  0, 40, 34,100, 64, 8
 88, 90, 14,100, 35, 70,100, 38, 79,  0,  0, 11, 40, 51, 88, 89, 8
 49, 92, 37, 76, 62, 35, 30,  0,  0, 28, 52, 59,100, 91, 42,100, 8
 41, 77, 70,100,100, 78, 67, 50, 76, 38, 93, 11, 44,  0,  0,  5, 3
 54, 71, 92, 76, 69,100, 65, 77,100, 55, 83, 23, 43,  7,  0,  0, 9
 34, 84, 72,100, 95, 78, 65, 52,100, 39, 95, 11, 49,  0,  0,  2, 3
100, 85, 24,100,  2, 73, 77, 42, 85,  0,  0, 14, 33, 56, 81, 87, 8
 96, 86, 33,100, 31, 66,100, 32, 66,  0,  0, 27, 72, 60, 78, 98, 8
 34, 78, 66,100,100, 87, 67, 59, 85, 49, 89, 19, 47,  0,  0,  5, 3
 11,100, 45, 66,100, 33, 82,  0, 16, 19, 47, 53, 89, 87,  0, 87, 8
 71, 92, 70,100, 93, 86, 70, 60,100, 38, 87, 12, 41,  0,  0,  5, 3
  0, 85, 41,100, 70, 82, 54, 53,100, 49, 90, 21, 51,  2,  5,  0, 3
 59, 72, 58,100,  0, 68, 84, 35,100,  0,  2, 18, 54, 56, 71, 84, 8
 63,100,  6, 82, 83, 55,100, 20, 24,  0,  0, 34, 22, 70, 13, 95, 8
 28, 93, 31, 53, 54, 15,  0,  0, 11, 36, 61, 67,100,100, 30, 98, 8
 35, 78, 62,100, 92, 78, 69, 49, 77, 49,100, 20, 56,  0,  0, 14, 3
 36, 83, 66,100, 94, 81, 60, 54,100, 44, 92, 12, 44,  0,  0, 17, 3
 13, 90, 64,100, 90, 74, 39, 58, 97, 53,100, 20, 51,  0,  0, 12, 3
 22, 77, 62,100, 90, 74, 55, 43, 93, 49,100, 18, 42,  0,  0, 22, 3
 26, 94, 67,100,100, 89, 66, 68, 92, 39, 84, 14, 41,  7,  0,  0, 3
 77,100, 22, 84, 63, 60, 92, 94,100, 63,100, 24, 45,  0,  0, 29, 9
  0, 84, 46, 57, 89, 28, 68,  0, 41, 24, 70, 54,100, 85, 41,100, 8
 53, 80, 38,100,  0, 77, 66, 72, 70, 67,100, 30, 68,  3,  2,  0, 9
100, 86, 12,100,  0, 64, 67, 29, 39,  0, 35, 38, 94, 74, 92, 98, 8
 27, 91, 37, 99,100,100, 78, 77, 63, 53, 75, 29, 57,  5,  0,  0, 3
 42, 79, 53, 42, 42,  0,  0,  2, 38, 38, 89, 70,100,100, 39, 75, 8
 78, 69, 87,100,  0, 90, 16, 63,100, 80, 87, 63, 50, 31, 28,  0, 9
 79,100, 44, 95, 53, 51, 54,  8,  6,  0,  0, 36, 60, 54,100, 83, 8
 97, 87, 56, 74, 34, 95, 83,100,100, 68, 88, 36, 53,  8,  0,  0, 9
 98, 80, 34,100,  8, 73, 73, 44,100, 10,  8,  0,  0, 27, 70, 55, 8
  0, 76, 47, 71, 96, 96, 28,100, 17, 77, 90, 74,100, 37,100,  0, 9
100, 66, 66,100,  0, 77, 32, 38, 60,  0,  9, 21, 51, 59, 87, 94, 8
 70, 62,100, 93, 27,100, 27, 67, 66, 33, 55,  0,  0, 15, 47, 45, 8
 43, 93, 30, 62, 45, 25,  0,  0,  6, 30, 53, 61,100, 91, 53,100, 8
 31, 87, 77,100, 81, 69, 53, 45,100, 39, 92,  9, 33,  0,  0, 25, 3
  0, 77, 40, 96, 90,100, 82, 73, 68, 50,100, 24, 60,  0, 20, 15, 3
 97, 85, 53,100, 12, 78, 74, 74, 97, 86,100, 44, 61, 12,  0,  0, 9
  0, 92, 54,100, 65, 83, 63, 63, 85, 44,100, 24, 63,  8,  7,  0, 3
 65,100,  7, 99,  0, 69, 62, 73, 77, 72,100, 35, 63,  8,  2,  0, 9
 44, 81, 80,100, 97, 76, 48, 55,100, 40, 99, 10, 42,  0,  0,  9, 3
 22, 68, 98, 38, 91,  0,  0,  2, 36, 41,100, 76, 98,100, 24, 73, 8
  0, 70, 68, 77,100,100, 30, 93, 34, 73, 79, 64, 74, 32, 75,  0, 9
 86, 88, 46,100, 50, 80, 99, 94,100, 62, 96, 26, 56,  2,  0,  0, 9
 39, 82, 68,100,100, 86, 72, 61, 91, 44, 83, 15, 41,  0,  0, 14, 3
 14, 90, 51,100, 68, 78, 71, 53,100, 34, 79, 11, 41,  1,  0,  0, 3
 32, 86, 49,100,100, 96, 73, 72, 67, 48, 89, 22, 52,  2,  0,  0, 3
 34, 94, 26, 63, 62, 29, 51,  0, 68, 35,100, 69, 83,100,  0, 86, 8
  0, 91, 39,100, 72, 90, 79, 69, 92, 50,100, 31, 89, 12, 52,  0, 3
 29, 74, 53,100,100, 99, 75, 71, 81, 51, 81, 20, 38,  0,  0, 15, 3
100, 88, 12, 95, 25, 62, 81, 29, 25,  0,  0, 30, 42, 65, 94,100, 8
 13, 85, 21,100, 57, 83, 44, 58, 71, 38,100, 17, 57,  2,  0,  0, 3
 12, 83, 89, 77, 80,100,  0, 84, 62, 74,100, 73, 83, 36, 75,  0, 9
 70, 63, 93, 98,  0,100,  3, 62, 99, 68,100, 70, 53, 31, 26,  0, 9
 36, 81, 42,100,100, 97, 71, 70, 84, 55, 94, 26, 60,  0,  0,  5, 3
  0, 86, 41,100, 84, 92, 52, 66, 64, 48,100, 25, 63,  6, 16,  0, 3
  0, 75, 29, 90, 67,100, 83, 80, 94, 58,100, 36, 88, 14, 56,  0, 3
 45, 99, 57, 70,100, 33, 74,  0,  0, 22, 28, 59, 81, 94, 40,100, 8
 41, 67,100, 96,  9,100,  0, 66, 88, 79, 96, 74, 62, 37, 42,  0, 9
 53, 70, 77, 38, 67,  0,  0,  5, 45, 42,100, 75, 86,100, 26, 72, 8
 90,100, 33, 98, 44, 58, 99, 72, 95, 80,100, 32, 61,  0,  0, 16, 9
 16, 86, 70,100, 85, 71, 51, 43,100, 40, 97,  7, 37,  0,  0, 26, 3
 75, 97,  0,100, 47, 68,100, 35, 63,  0,  5, 23, 39, 63, 86, 97, 8
 73, 89, 16, 89,  0,100, 57, 99, 96, 81,100, 53, 86, 27, 73,  0, 9
 55,100,  0, 89, 28, 57, 69, 28, 35,  0, 24, 26, 59, 59,100, 89, 8
100, 72, 72,100, 27, 81, 58, 65, 81, 64, 80, 23, 39,  0,  0, 14, 9
 14, 85, 51, 57, 66, 17,  0,  0, 35, 36, 91, 68,100,100, 23, 85, 8
 51, 87, 78,100, 95, 79, 99, 50,100, 22, 71,  6, 35,  1,  0,  0, 3
100, 89, 36,100, 19, 78, 87, 80, 74, 71,100, 35, 69,  8,  0,  0, 9
100, 81, 60,100, 33, 68, 82, 62, 94, 80, 87, 36, 52,  0,  0,  2, 9
100, 84, 19,100,  0, 67, 64, 34, 67,  0,  5, 19, 58, 55, 77, 89, 8
 34, 74, 64, 45,100, 10,  6,  0, 23, 36, 83, 70, 91,100,  0, 82, 8
 76,100, 25, 87, 50, 60, 86, 86, 91, 69,100, 31, 55,  9,  0,  0, 9
100, 86, 43,100,  0, 74, 45, 38, 66,  0, 36, 25, 63, 64, 90, 94, 8
 54, 73, 94, 82, 73,100, 73, 79,100, 53, 81, 19, 42,  2,  0,  0, 9
  0,100, 57,100, 68, 81, 72, 62, 91, 43,100, 24, 62,  8,  9,  0, 3
  0, 98, 54,100, 70, 84, 67, 65, 80, 45,100, 27, 94,  9, 44,  0, 3
100, 79, 30,100, 18, 66, 79, 27, 21,  0,  0, 35, 87, 65, 67, 92, 8
100, 94, 43,100, 31, 59, 91, 69,100, 86, 98, 39, 65,  0,  0,  1, 9
 38, 91, 77,100,100, 87, 73, 67, 66, 46, 82, 24, 48,  8,  0,  0, 3
 50,100,  0, 89, 16, 62, 66, 73, 82, 60,100, 23, 56,  2,  2,  0, 9
 56, 93,  0, 95, 60, 65,100, 29, 49,  0,  9, 28, 39, 66, 37,100, 8
 20, 87, 60,100,100, 94, 75, 68, 83, 40, 87, 12, 46,  0,  0,  1, 3
 61,100,  0, 90, 53, 61,100, 29, 56,  0,  9, 21, 50, 57, 86, 92, 8
 18, 80, 62, 65, 61,100, 36, 92, 84, 69,100, 28, 53,  7,  0,  0, 9
 86, 86, 69,100, 27, 69, 82, 33, 46,  0,  0, 31, 66, 65,100, 94, 8
 31, 76, 52, 64, 76, 26, 13,  0,  0, 35, 53, 69,100,100, 16, 88, 8
 52, 87, 78,100,100, 84, 77, 59, 96, 37, 82, 13, 42,  3,  0,  0, 3
 19, 84, 63,100,100, 93, 60, 73, 74, 51, 96, 30, 50, 13,  0,  0, 3
  0, 84, 43,100, 98, 98, 87, 70, 63, 48,100, 22, 52, 10,  0,  0, 3
 88,100, 39,100, 67, 59, 77, 17,  5,  0,  0, 31, 60, 61,100, 94, 8
 90, 78, 57,100,  0, 72, 65, 37, 73,  0,  3, 23, 43, 64,100, 84, 8
 90, 64, 87,100, 21,100,  0, 67, 66, 62,100, 69, 66, 34, 51,  0, 9
 55, 75, 33,100,  0, 77, 46, 69, 85, 74,100, 40, 85, 10, 35,  0, 9
 10, 76, 49,100, 73, 74, 47, 43,100, 31, 83,  2, 15,  0,  0, 25, 3
 10, 86, 51,100, 83, 81, 59, 51, 91, 41,100, 11, 51,  0,  0,  7, 3
 86, 86, 10,100, 12, 67, 84, 40, 71,  0,  0, 18, 35, 58,100, 89, 8
 44, 79, 69,100, 99, 88, 69, 62,100, 41, 97, 12, 47,  0,  0, 15, 3
 56, 83, 78, 50,100, 11, 19,  0, 25, 37, 80, 71, 83,100,  0, 84, 8
 58, 92, 68, 45, 86,  0,  0,  0, 22, 40, 94, 71,100,100, 14, 85, 8
100,100, 70, 90, 84, 75, 89, 74, 95, 42, 96, 11, 49,  0,  0,  0, 9
 53, 65,100, 93, 31,100,  0, 69, 71, 60,100, 64, 67, 32, 32,  0, 9
 72,100, 23, 84, 64, 44, 64,  0,  0, 11, 41, 49,100, 80, 58, 99, 8
 11, 87, 46,100, 74, 88, 55, 61,100, 49, 89, 21, 50,  2,  0,  0, 3
 44, 89, 85,100, 88, 75, 64, 56,100, 41, 82, 12, 41,  0,  0, 14, 3
  0, 83, 33,100, 68, 88, 67, 65, 79, 42,100, 21, 59,  7,  6,  0, 3
100, 99, 40, 91, 66, 49, 58,  8,  0,  0, 22, 41, 66, 76, 72,100, 8
 66,100, 27, 88, 42, 50, 45, 11,  0,  0,  7, 34, 53, 53,100, 70, 8
 81,100,  3, 89,  0, 68, 86, 83,100, 65,100, 37, 95,  9,  0,  0, 9
 68, 90, 91,100, 56, 88, 96, 81,100, 43, 84,  7, 40,  0,  0, 20, 9
 76, 91,100, 85, 69,100, 76, 82,100, 55, 89, 14, 41,  0,  0, 21, 9
100,100, 61, 83, 94, 89, 91, 71, 93, 40, 93, 11, 47,  2,  0,  0, 9
 47, 85, 76,100, 83, 73, 56, 53,100, 38, 90, 11, 44,  0,  0,  7, 3
 13, 78, 41,100, 77, 83, 35, 56, 79, 50,100, 19, 52,  0,  0, 11, 3
 12, 87, 56, 64, 83, 27, 21,  0,  0, 29, 55, 62,100, 95,  9,100, 8
 23, 81, 65,100, 92, 74, 67, 45, 97, 35,100,  4, 38,  0,  0, 17, 3
  0, 87, 52,100, 96, 82, 45, 58, 39, 42,100, 28, 73,  4,  8,  0, 3
 44, 83, 76,100, 82, 75, 58, 58,100, 45, 90, 15, 45,  0,  0, 11, 3
 58, 94, 80,100, 81, 71, 73, 44,100, 21, 75,  1, 31,  0,  0, 13, 3
  0, 88, 44,100, 80, 83, 40, 62, 58, 44,100, 25, 70,  5, 21,  0, 3
 35, 75, 55,100, 86, 85, 66, 55,100, 36, 87,  7, 37,  0,  0, 22, 3
 83,100,  0, 91, 54, 66,100, 34, 68,  0,  5, 11, 11, 48, 38, 85, 8
 67, 96,  7, 83, 66, 56,100, 23, 34,  0,  0, 30, 24, 68, 24,100, 8
 21,100, 48, 66, 83, 32, 48,  0, 36, 29, 86, 62,100, 95,  0, 95, 8
100,100, 47, 97, 43, 75, 91, 90, 92, 67, 92, 24, 51,  0,  0,  9, 9
100,100,  0, 91, 32, 54, 92, 20, 17,  0, 19, 36, 75, 71, 47, 92, 8
 32, 94, 70,100,100, 94, 71, 76, 51, 55, 53, 30, 37, 10,  0,  0, 3
 33, 80, 24, 99, 82,100, 82, 77, 84, 53,100, 30, 67,  9,  0,  0, 3
 20,100,  7, 68, 34, 34, 44,  0,  0, 18, 63, 48,100, 81, 27, 79, 8
100,100, 53, 95, 53, 58, 67, 21, 20,  0,  0, 25, 53, 46, 94, 69, 8
 76,100,  0, 90, 48, 62, 93, 29, 54,  0, 13, 27, 44, 64,100, 94, 8
 42, 92, 85, 75, 83,100, 47, 86, 99, 69,100, 31, 54,  7,  0,  0, 9
  0, 79, 46,100, 82, 84, 36, 59, 70, 49,100, 21, 50,  0,  6, 15, 3
 80,100, 33, 88, 73, 91, 82, 78, 97, 52,100, 26, 57,  8,  0,  0, 9
  0, 81, 39, 97, 96,100, 91, 78, 95, 52,100, 25, 54,  9,  0,  0, 3
  8, 90, 39, 61, 44, 20,  0,  0, 11, 37, 55, 67,100, 96, 57,100, 8
 48, 52,100, 77, 45,100,  4, 70, 63, 53, 81, 53, 62, 12,  0,  0, 9
 52, 89, 56,100,100, 96, 75, 74, 65, 50, 80, 26, 44,  8,  0,  0, 3
 78, 88, 28,100,  0, 75, 58, 74, 72, 73,100, 36, 66,  6,  8,  0, 9
 87, 69, 68,100,  0, 76, 42, 38, 86,  0, 21,  7, 51, 47,100, 85, 8
 65, 89, 26,100,  0, 70, 51, 63, 84, 70,100, 31, 70,  3, 17,  0, 9
 38, 73, 53,100, 96, 97, 75, 61,100, 44, 83,  9, 39,  0,  0, 15, 3
 16, 72, 46,100, 85, 97, 72, 60,100, 46, 86, 13, 43,  0,  0,  9, 3
100, 94, 44,100, 41, 64, 89, 78, 90, 73, 90, 31, 52,  0,  0,  7, 9
 74, 73, 31, 61, 47, 91, 93,100,100, 68, 83, 35, 50,  8,  0,  0, 9
 24,100,  0, 79, 59, 42, 98,  0, 74,  0, 91, 45,100, 91, 13, 93, 8
100, 68, 62,100,  2, 85, 40, 58, 88, 85, 94, 35, 62,  4,  0,  0, 9
 25, 55, 74, 63, 65,100,  1, 75, 25, 43,100, 66, 49, 34,  0,  0, 9
  0,100, 10, 68, 55, 32, 18,  0,  4, 30, 57, 63,100, 98, 10, 98, 8
100, 68, 75,100, 28, 83, 44, 42, 49,  0,  0,  4, 31, 40, 90, 59, 8
  7, 80, 39,100, 78, 92, 65, 58,100, 48, 85, 16, 43,  0,  0, 12, 3
100, 87, 19,100, 17, 67, 92, 39, 75,  0,  0, 20, 29, 60, 94, 92, 8
 35, 75, 58,100, 82, 83, 64, 51,100, 37, 74,  8, 33,  0,  0, 11, 3
 65,100, 17, 83, 52, 40, 60,  0,  0, 24, 34, 65,100, 93, 66, 99, 8
100,100,  4, 85, 92, 59, 99, 21, 11,  0,  0, 32, 73, 62, 49, 86, 8
 81, 87, 37,100,  9, 73, 74, 74, 78, 71,100, 32, 68,  3,  0,  0, 9
 37, 61,  0, 70, 22, 92, 60,100, 91, 85,100, 57, 91, 28, 80,  0, 9
 15, 82, 42,100, 70, 85, 63, 63,100, 48, 82, 17, 39,  0,  0, 13, 3
 95, 66,100,100, 40, 98, 29, 61, 34, 23,  0,  0, 11, 34, 73, 56, 8
 61, 79, 98, 79, 73,100, 53, 78,100, 67, 84, 37, 44, 16,  0,  0, 9
 66,100, 18, 75, 36, 35, 27,  0,  0, 28, 48, 60,100, 91, 39, 98, 8
 46, 85, 80,100, 83, 70, 52, 48,100, 39, 91, 10, 43,  0,  0,  6, 3
 39, 78, 45, 44, 44,  2,  0,  0, 39, 37, 95, 70,100,100, 29, 78, 8
100, 71, 80,100, 24, 83, 40, 48, 57, 12,  0,  0, 11, 33, 78, 56, 8
 29, 90, 77,100, 92, 80, 44, 59, 64, 45,100, 19, 53,  2,  0,  0, 3
 72, 92, 19,100, 32, 58, 89, 78, 91, 83,100, 39, 72,  0,  0,  8, 9
 99, 88, 48,100, 32, 70, 85, 86, 88, 68,100, 27, 60,  0,  0,  4, 9
100, 99, 52,100, 42, 65, 41, 29, 11,  0,  0, 30, 40, 58,100, 70, 8
 44, 78, 73,100,100, 86, 81, 60, 98, 38, 94, 12, 48,  0,  0,  3, 3
  0, 75, 23, 96, 68,100,100, 86, 72, 62, 77, 33, 50, 12, 10,  0, 3
 74, 62,100,100, 32, 99, 23, 62, 88, 84, 90, 54, 68, 11,  0,  0, 9
 82, 86, 54,100, 32, 66, 93, 75, 97, 79,100, 37, 70,  0,  0,  7, 9
 48, 88, 82,100,100, 77, 67, 55, 99, 35, 93, 11, 47,  1,  0,  0, 3
100, 97, 47,100, 35, 69, 67, 37, 57,  4,  0,  0, 22, 30, 66, 56, 8
 59, 79, 92, 70, 76,100, 66, 82,100, 59, 82, 19, 44,  0,  0,  1, 9
 56, 73, 35, 83,  0, 91, 39,100, 79, 91,100, 63, 96, 31, 81,  0, 9
 98, 96, 52, 96, 74, 64, 97,100, 97, 70,100, 28, 62,  0,  0, 14, 9
100, 95, 52,100, 58, 58, 59, 14,  1,  0,  0, 29, 52, 55, 98, 75, 8
 66,100, 26, 99, 42, 77, 86, 95, 87, 64,100, 25, 60,  0,  0,  1, 9
  0, 75, 46, 58, 67, 22, 21,  0, 29, 36, 74, 67,100,100, 36, 86, 8
 18, 72, 68, 49, 65, 13,  0,  0, 21, 35, 63, 67,100,100, 37, 84, 8
 35, 87, 75,100, 88, 85, 69, 62,100, 40, 88, 17, 45,  6,  0,  0, 3
  0, 87, 65, 67,100, 32, 78,  0, 40, 30, 60, 66, 80,100,  4, 94, 8
  0, 73, 27, 97, 90,100, 86, 73, 66, 49,100, 25, 68,  0, 31,  9, 3
 93, 55, 78,100, 28, 94, 49, 67, 93, 75,100, 29, 60,  2,  0,  0, 9
 70, 98,  0, 89, 60, 61,100, 26, 49,  0, 12, 31, 46, 68, 81,100, 8
 94,100, 73, 92, 59, 66, 99, 93,100, 82, 89, 44, 50, 16,  0,  0, 9
 81, 92, 29,100, 11, 78, 72, 82,100, 70, 94, 31, 60,  1,  0,  0, 9
  0, 79, 39,100, 82, 90, 53, 57, 86, 49,100, 17, 57,  0, 14, 13, 3
 57, 88,  4,100,  0, 63, 63, 33,100,  0, 28, 14, 49, 52, 91, 87, 8
 61, 79, 57,100,100, 93, 65, 68, 94, 46, 77, 18, 27,  0,  0, 16, 3
100, 97, 26,100, 66, 60, 89, 18,  8,  0,  0, 31, 62, 65, 77, 98, 8
 26, 81, 55,100, 69, 75, 68, 62,100, 46, 78, 16, 36,  0,  0, 16, 3
100, 55, 42, 50, 29, 81, 75,100, 96, 69, 82, 33, 51,  3,  0,  0, 9
 16, 81, 48,100, 75, 80, 36, 62, 89, 49,100, 19, 53,  0,  0,  3, 3
 77, 83,100,100, 61, 93, 87, 83, 93, 52, 83, 12, 40,  0,  0, 18, 9
 96, 75, 82,100, 55, 79, 96, 86,100, 56, 89, 18, 48,  0,  0,  2, 9
 96, 70, 76,100, 46, 73, 98, 69,100, 64, 98, 24, 52,  0,  0,  2, 9
 78,100, 21, 80, 49, 44, 95, 76, 91, 80,100, 34, 62,  0,  0, 13, 9
 93,100, 47, 99, 55, 75,100, 84, 96, 62, 86, 21, 47,  0,  0,  3, 9
 22, 85, 61,100, 99, 79, 61, 54, 74, 42,100, 15, 52,  0,  0, 13, 3
 38, 96, 40, 57, 61, 16,  5,  0,  0, 36, 50, 68,100,100, 56, 96, 8
 93, 77, 49,100, 19, 73, 72, 68, 90, 63,100, 20, 58,  0,  0, 10, 9
 55, 93, 81,100, 73, 72, 77, 51,100, 28, 70,  8, 32,  0,  0,  9, 3
100, 82, 29, 97, 14, 62, 60, 22,  0,  0, 27, 39, 99, 72, 77,100, 8
  2, 78, 35,100, 88, 85, 47, 58,100, 50, 98, 15, 43,  0,  0, 23, 3
 39, 76, 64,100, 89, 81, 66, 50,100, 34, 91,  6, 41,  0,  0, 18, 3
 16, 78, 53,100, 81, 76, 53, 46, 94, 46,100, 15, 44,  0,  0, 14, 3
 97, 63, 77,100, 32, 79, 72, 63, 96, 67,100, 23, 56,  0,  0,  4, 9
 91,100, 48, 99, 60, 83,100, 84, 99, 47, 87, 13, 44,  0,  0,  2, 9
100, 78, 64,100, 44, 72, 52, 35, 44,  0,  0,  2, 18, 36, 67, 56, 8
 24, 70, 42,100,100,100, 72, 69, 66, 54, 92, 26, 45,  0,  0,  2, 3
 24, 80, 38,100, 90, 93, 58, 66, 64, 48,100, 25, 56,  6,  0,  0, 3
  0, 92, 52, 62,100, 32, 79,  0, 15, 10, 42, 42, 82, 74, 61,100, 8
 28, 89, 64,100,100, 92, 79, 71, 59, 51, 68, 27, 39,  9,  0,  0, 3
  0, 78, 19, 95, 58,100, 92, 89,100, 67, 92, 44, 81, 21, 67,  0, 9
 32, 77, 52,100, 91, 90, 79, 61,100, 38, 95, 11, 43,  0,  0, 17, 3
 38,100, 73, 98, 71, 69, 78, 46,100, 20, 77,  0, 38,  0,  0,  6, 3
 77, 96,  0,100, 21, 61, 90, 30, 62,  0, 12, 24, 56, 62,100,100, 8
 19, 97, 72,100, 68, 73, 30, 51, 81, 42,100, 17, 54,  2,  0,  0, 3
 46, 69, 93, 73, 81,100, 55, 81,100, 62, 93, 22, 48,  7,  0,  0, 9
 82, 73, 74,100, 32, 75, 73, 38, 78,  0,  0,  2, 34, 33,100, 60, 8
 41, 90, 72,100, 86, 75, 60, 50,100, 35, 89, 10, 44,  0,  0,  5, 3
 11,100, 16, 66, 27, 32,  0,  0, 14, 28, 64, 59,100, 92, 39, 97, 8
 29, 88, 77,100, 81, 74, 47, 51,100, 49, 98, 20, 56,  0,  0,  4, 3
  3, 90, 54,100,100, 90, 82, 70, 64, 49, 72, 28, 62,  9,  0,  0, 3
 20, 85, 61,100,100, 93, 67, 69, 82, 44, 93, 18, 48,  4,  0,  0, 3
 92, 93, 50,100, 41, 65, 88, 79,100, 74, 91, 29, 53,  0,  0,  4, 9
 31, 49, 91, 77, 59,100,  0, 73, 25, 41,100, 57, 71, 36, 37,  0, 9
  0, 81, 54, 71, 81,100, 11, 97, 29, 74,100, 82, 84, 41, 83,  0, 9
 99, 83, 58,100, 27, 67, 78, 65,100, 84, 86, 41, 55,  4,  0,  0, 9
100, 60, 82,100, 22, 89, 33, 44, 47,  0,  0,  1, 26, 42, 93, 62, 8
 43, 78, 68, 40, 55,  1,  0,  0, 18, 37, 65, 65,100, 99, 45,100, 8
 82, 94, 18,100, 28, 65, 68, 30, 34,  0,  0, 24, 47, 56,100, 86, 8
100, 66, 68, 45, 49, 71, 80,100, 95, 67, 78, 30, 45,  0,  0,  3, 9
 67, 92,  0, 93, 16, 57,100, 29, 78,  0, 14, 25, 43, 64, 67,100, 8
